UDI,Machine_Age_Years,Operating_Hours,Days_Since_Last_Maintenance,Maintenance_Count_Last_Year,Energy_Consumption_kWh,Vibration_Level_mm_s,Humidity_Percent,Ambient_Dust_Level_ug_m3,Maintenance_Cost_USD
7883,7,11409,316,4,48.6,3.03,55.4,11.4,719.91
7884,10,18188,219,7,64.06,2.82,49.2,36.6,1169.41
7885,6,8344,216,4,74.36,5.83,36.3,36.2,732.86
7886,5,10104,296,2,54.47,3.88,51.7,40.0,327.27
7887,7,14518,263,3,51.66,3.79,45.9,38.0,410.78
7888,6,13431,251,5,51.61,3.82,51.6,31.8,762.7
7889,6,12690,255,4,52.7,2.58,57.6,35.6,658.51
7890,9,16418,271,6,69.31,3.61,30.5,52.6,1090.05
7891,8,12763,242,7,57.27,4.05,69.0,36.0,1165.55
7892,8,16475,190,6,62.97,4.35,90.0,23.9,970.53
7893,8,12705,256,3,56.02,3.62,45.3,32.1,683.4
7894,8,12929,243,7,51.38,4.45,49.6,29.9,1245.16
7895,11,18912,263,7,58.31,4.0,46.8,32.5,1256.54
7896,8,14125,187,6,66.11,2.63,43.6,30.1,941.92
7897,7,14065,200,5,80.1,3.93,80.5,55.9,834.27
7898,10,18091,232,7,74.15,3.6,52.9,31.6,1306.11
7899,9,19002,189,6,67.09,3.77,65.0,33.8,930.62
7900,12,20676,144,6,65.07,4.65,70.7,66.1,1260.63
7901,9,15587,219,6,47.49,4.32,69.2,42.3,1019.12
7902,11,20020,237,6,62.04,3.97,70.1,44.5,1263.09
7903,11,17847,204,9,65.71,3.94,40.8,46.0,1541.35
7904,9,18200,221,6,58.31,4.57,67.6,39.2,1133.78
7905,9,17017,214,6,42.93,4.31,52.0,34.0,1164.8
7906,11,20056,199,7,70.95,4.82,76.3,44.3,1382.44
7907,11,16919,199,8,66.65,4.14,46.0,46.1,1477.82
7908,8,12704,233,6,53.66,4.41,42.3,22.2,939.47
7909,9,15118,161,6,45.56,4.09,56.0,34.0,1148.01
7910,7,17679,211,6,65.33,4.42,63.7,20.1,858.76
7911,11,18228,150,7,53.29,5.84,34.4,34.5,1154.81
7912,10,19983,158,7,56.19,4.46,51.0,43.9,1224.77
7913,11,19212,215,7,63.12,4.64,42.7,38.2,1398.03
7914,8,16305,140,8,60.06,4.51,67.0,33.8,1262.51
7915,9,17888,167,8,61.63,4.88,49.1,15.9,1233.84
7916,10,21846,239,8,57.28,5.06,69.4,28.9,1415.54
7917,10,20482,193,8,57.95,5.83,47.3,30.4,1307.15
7918,12,22673,138,8,59.39,5.07,59.5,29.9,1479.42
7919,13,25330,140,8,53.9,5.38,39.3,47.2,1486.95
7920,15,24925,150,7,58.31,4.44,54.6,50.3,1338.03
7921,12,23968,192,7,68.85,4.99,42.8,50.4,1427.67
7922,14,26207,120,11,67.58,6.02,74.2,58.2,1709.41
7923,11,22680,116,9,64.22,5.1,68.8,53.0,1424.55
7924,10,20002,167,7,69.34,5.96,58.5,42.8,1298.43
7925,12,22114,91,7,66.19,5.19,68.2,45.5,1601.31
7926,10,19290,108,8,51.77,5.69,49.9,42.3,1177.66
7927,13,23119,130,9,73.13,8.71,63.2,37.9,1581.87
7928,12,21844,129,9,57.07,6.27,54.9,46.2,1318.85
7929,10,21460,86,6,65.69,4.97,62.1,35.9,1099.86
7930,15,26657,136,10,57.93,7.61,57.4,40.2,1729.24
7931,12,24182,138,9,70.23,5.56,55.2,29.6,1558.36
7932,11,23157,99,10,59.83,7.06,34.2,22.6,1775.9
7933,15,25725,166,9,58.68,5.95,48.2,47.9,1761.12
7934,12,22170,124,8,46.76,5.61,77.7,38.5,1399.51
7935,15,27152,82,11,48.99,6.05,54.5,44.0,1985.6
7936,13,24067,157,8,56.56,6.02,47.3,36.7,1482.84
7937,13,24044,89,8,65.48,6.15,56.5,41.5,1371.66
7938,14,29199,108,10,37.95,6.5,37.6,39.2,1750.12
7939,15,25645,85,12,50.69,6.76,50.3,50.7,2083.1
7940,15,31070,116,9,60.66,7.29,58.2,55.9,2047.41
7941,3,4033,351,1,71.49,1.11,61.9,22.1,368.11
7942,4,6414,349,2,57.52,1.11,60.1,36.7,468.53
7943,4,6372,353,2,62.91,0.79,74.1,21.8,218.18
7944,4,6085,340,0,48.23,1.06,47.9,12.6,176.31
7945,3,6543,365,2,73.91,1.0,37.9,36.9,500.66
7946,1,500,313,1,49.74,0.61,51.6,5.6,212.79
7947,5,6395,347,3,64.94,2.63,49.2,25.5,673.33
7948,4,4241,348,2,58.64,1.52,58.2,34.3,449.59
7949,3,1866,340,3,62.35,1.58,52.5,35.9,581.5
7950,6,7108,365,3,56.01,2.11,57.7,30.7,427.16
7951,2,6244,292,0,53.11,0.5,57.2,19.4,243.77
7952,7,9265,352,5,54.74,2.74,66.5,50.8,960.36
7953,4,9035,294,0,65.65,1.27,55.8,35.4,277.38
7954,5,10524,313,3,53.9,1.33,58.4,38.6,572.98
7955,4,10778,285,2,59.4,1.55,77.3,31.8,453.29
7956,2,6833,313,1,68.08,2.37,36.3,28.8,273.04
7957,5,11247,302,1,58.02,3.02,58.1,32.1,302.34
7958,6,9623,363,2,41.48,2.89,54.5,30.9,400.29
7959,6,9702,315,5,52.1,1.96,56.5,17.2,728.57
7960,5,8692,318,5,43.49,1.35,62.9,19.3,786.93
7961,2,4740,269,1,59.6,2.09,45.9,29.4,113.11
7962,4,7589,319,2,66.71,2.11,49.1,37.6,327.4
7963,9,14583,343,3,62.29,1.65,64.7,39.4,866.94
7964,4,6846,318,4,56.0,2.82,54.0,19.2,802.17
7965,8,10369,250,6,53.99,2.58,44.4,37.6,1004.58
7966,5,9470,273,1,50.49,2.88,65.3,33.0,450.08
7967,6,9176,288,1,61.18,3.04,63.5,16.7,341.1
7968,7,10621,265,4,54.95,3.07,57.8,46.0,722.26
7969,5,9026,355,4,55.87,2.77,60.8,36.9,716.86
7970,9,13572,262,5,52.1,3.67,62.6,29.5,885.33
7971,7,13485,272,4,53.65,2.65,54.7,33.3,726.3
7972,8,12905,252,5,57.35,2.66,59.5,33.3,1054.11
7973,7,13786,275,5,70.94,2.91,41.5,44.3,913.14
7974,8,13644,307,4,53.17,3.34,53.3,31.4,837.96
7975,10,15692,266,6,54.55,3.47,67.4,30.4,1097.2
7976,7,12552,254,4,53.71,3.0,82.2,33.0,728.15
7977,10,14113,225,5,60.91,3.09,57.3,31.6,1011.4
7978,7,13182,287,3,73.05,4.03,45.0,41.7,717.56
7979,9,16439,244,6,70.1,2.77,51.5,37.2,1114.23
7980,9,16741,241,7,48.87,4.85,38.4,28.5,1260.76
7981,6,9762,172,4,59.45,3.4,63.9,26.1,539.71
7982,9,13247,235,5,55.62,3.52,56.4,34.2,859.53
7983,8,13610,225,7,60.11,3.86,44.3,33.4,1098.61
7984,7,15382,179,6,50.26,3.99,53.5,20.8,1043.45
7985,9,16126,261,8,58.02,3.45,64.3,28.6,1356.43
7986,9,14723,213,8,60.41,3.99,56.4,40.0,1384.91
7987,9,13796,284,6,52.61,3.41,47.5,48.1,1045.47
7988,9,15039,267,5,55.46,3.63,68.1,33.7,970.7
7989,9,15163,197,6,56.03,3.25,59.9,38.6,1257.15
7990,9,17783,257,7,49.71,4.17,46.6,56.5,1203.3
7991,10,19189,262,8,43.34,4.06,56.1,41.8,1174.03
7992,8,13830,193,5,54.87,3.22,30.4,20.3,968.47
7993,14,23825,177,9,52.64,3.93,58.9,52.3,1758.32
7994,8,16606,140,5,48.23,4.34,89.3,37.6,1034.16
7995,9,15150,213,6,60.42,4.83,68.9,34.4,1047.24
7996,9,16884,170,6,42.51,3.81,53.7,28.8,1054.01
7997,13,22411,209,9,62.92,4.35,58.7,52.4,1675.65
7998,8,16280,176,8,56.58,6.02,62.3,14.1,1294.17
7999,11,17204,166,8,62.37,5.01,63.1,38.4,1454.73
8000,11,20057,171,7,54.38,4.37,54.3,39.0,1222.62
8001,11,20949,145,7,68.57,5.03,30.0,36.2,1316.47
8002,13,24899,163,8,66.32,4.67,51.5,45.0,1426.19
8003,13,21617,156,8,47.24,4.05,48.6,35.9,1458.61
8004,10,18337,174,7,78.16,4.94,54.5,44.3,1131.77
8005,11,20177,174,5,58.43,4.46,46.7,65.2,958.71
8006,8,17417,136,6,50.26,5.66,63.0,28.6,896.55
8007,11,20816,199,7,68.83,6.06,80.0,45.2,1123.01
8008,10,20466,159,6,42.12,5.52,67.4,41.2,1025.95
8009,11,19207,205,7,58.11,4.95,54.9,43.6,1322.26
8010,9,19180,165,8,47.63,5.34,73.9,34.2,1343.65
8011,13,22497,153,10,74.6,5.6,67.0,46.0,1803.34
8012,9,18685,134,6,63.7,6.04,64.5,39.6,1034.01
8013,12,25152,165,9,69.26,5.46,48.8,50.4,1408.69
8014,10,18228,144,6,69.93,5.83,54.0,45.8,1155.04
8015,11,21241,165,8,72.21,4.86,62.7,52.2,1397.88
8016,14,23438,185,10,56.36,5.87,81.6,42.1,1746.05
8017,14,25715,112,11,48.81,5.39,72.9,49.4,1770.88
8018,15,28392,148,11,57.43,5.92,62.8,48.7,1882.93
8019,15,27164,145,10,48.28,5.43,57.6,56.8,1867.34
8020,12,23225,139,8,54.77,6.21,64.8,31.5,1319.3
8021,15,29083,110,11,40.94,6.37,62.1,58.7,1736.16
8022,11,23011,104,8,55.25,6.06,74.1,44.5,1414.23
8023,15,28679,95,11,58.93,5.82,42.6,59.6,1838.81
8024,13,26213,92,9,63.4,6.59,56.1,46.4,1673.81
8025,12,19851,79,11,54.63,7.2,64.8,42.5,1766.12
8026,15,27740,99,10,71.3,7.44,72.8,44.7,1695.02
8027,15,26373,76,11,58.61,8.75,79.1,46.7,1934.03
8028,15,26836,109,10,61.87,6.74,38.2,33.8,1796.01
8029,15,30382,96,11,57.98,5.99,47.1,48.7,1916.15
8030,3,3038,365,3,53.76,1.66,54.9,21.8,371.54
8031,4,7774,353,0,73.93,0.5,40.9,28.7,280.32
8032,4,2913,361,2,47.66,1.72,75.7,22.4,339.99
8033,4,3489,349,1,61.23,1.19,57.2,30.8,423.22
8034,4,6349,365,3,51.48,0.5,69.8,26.9,347.98
8035,5,5983,339,3,55.05,1.44,53.6,15.3,646.2
8036,1,2246,361,0,45.63,1.25,60.6,22.3,89.73
8037,4,5307,308,2,59.72,1.15,39.4,34.5,369.7
8038,2,2951,365,1,62.62,1.29,43.0,31.1,50.0
8039,4,5199,325,1,70.64,1.47,43.3,20.8,285.29
8040,7,9614,312,4,47.29,1.51,35.2,21.9,574.39
8041,3,5597,303,1,61.92,0.84,68.1,34.7,193.75
8042,4,8347,298,3,62.71,1.83,55.6,31.3,598.12
8043,6,8246,315,2,56.73,1.56,68.4,24.2,459.52
8044,1,2050,365,0,50.92,2.59,54.3,15.3,50.0
8045,4,5546,305,2,49.63,2.28,69.3,28.2,537.13
8046,5,9825,256,3,74.79,2.39,67.2,36.8,572.49
8047,1,3990,329,2,54.94,2.91,54.3,19.3,450.66
8048,4,3796,282,3,62.77,2.39,58.1,16.0,486.18
8049,7,7420,338,4,59.07,2.0,60.0,18.7,861.06
8050,7,9180,298,4,49.49,0.85,69.1,27.4,744.11
8051,6,9795,297,5,64.49,2.37,55.3,25.3,873.74
8052,7,10690,339,3,58.02,3.17,60.0,25.0,556.61
8053,6,10402,319,4,62.23,2.8,38.0,43.3,744.19
8054,7,10657,260,4,45.31,2.15,45.2,21.4,790.74
8055,5,10706,262,3,68.45,2.48,46.9,24.0,571.71
8056,6,11058,239,5,62.36,2.22,61.9,49.1,665.77
8057,5,9041,365,3,56.6,2.78,47.3,23.5,661.97
8058,8,14333,259,6,56.74,2.42,57.1,35.8,1070.07
8059,9,11432,317,8,54.09,3.44,53.8,49.3,1363.36
8060,9,13867,264,6,56.86,2.84,55.8,37.0,1230.52
8061,6,10691,245,4,62.83,2.95,66.1,35.1,711.83
8062,5,10413,272,5,61.47,2.54,57.7,24.6,867.29
8063,9,11872,258,4,64.08,2.82,52.7,31.0,916.45
8064,8,12989,288,7,52.33,2.52,60.6,23.1,1131.8
8065,8,14116,285,4,56.5,3.88,75.1,34.3,800.04
8066,6,11921,240,6,54.97,2.97,56.3,35.0,880.49
8067,8,15519,211,4,47.65,3.38,40.3,51.5,554.55
8068,6,12572,216,5,55.38,2.58,39.2,27.7,764.43
8069,9,15074,180,4,61.67,2.81,51.6,47.6,701.55
8070,10,17512,237,6,48.66,3.37,41.3,47.5,969.41
8071,11,17533,241,6,49.6,3.42,30.0,36.1,1088.87
8072,9,15790,204,4,55.23,3.77,51.5,38.2,1076.01
8073,6,13252,197,6,59.02,4.71,59.6,32.3,843.06
8074,9,15817,229,5,51.73,2.82,71.6,26.9,1010.65
8075,12,20118,208,7,55.1,4.36,54.8,42.0,1131.55
8076,8,16307,218,5,64.75,4.17,58.7,29.3,949.06
8077,9,17223,211,7,73.06,3.67,61.2,36.1,1267.05
8078,11,20495,227,8,52.84,3.81,56.0,40.7,1288.01
8079,10,21028,200,8,59.83,4.64,47.0,39.6,1294.43
8080,13,22279,200,7,53.58,4.09,81.1,41.2,1266.09
8081,8,14623,156,7,60.82,4.01,43.1,27.5,1209.22
8082,8,16308,205,5,76.99,3.78,60.0,21.8,948.16
8083,12,21133,207,7,60.86,3.93,45.6,51.4,1399.19
8084,8,16775,193,5,58.18,3.87,56.4,36.2,903.61
8085,10,20588,253,6,58.99,4.97,59.9,48.2,966.0
8086,10,15909,198,7,64.97,4.18,52.6,38.7,1128.13
8087,12,23196,186,7,57.25,4.03,40.4,43.8,1183.26
8088,11,22591,204,8,54.79,4.76,50.8,39.8,1313.07
8089,11,20757,250,5,68.72,4.32,68.5,39.0,980.55
8090,10,19683,191,7,48.67,5.55,37.0,41.9,1192.18
8091,12,20923,115,7,51.84,4.85,74.6,41.5,1304.04
8092,15,24984,192,9,71.97,4.98,56.1,57.7,1491.84
8093,12,22512,150,7,65.63,5.03,63.6,55.1,1400.31
8094,11,21350,115,8,50.78,5.29,42.4,52.4,1426.99
8095,9,19171,222,7,53.71,5.41,53.2,50.3,1160.87
8096,10,20455,209,7,77.97,5.19,47.0,30.8,1183.77
8097,11,22153,135,7,49.78,4.72,58.5,51.6,1226.59
8098,11,22120,132,8,54.63,5.22,41.9,42.7,1362.02
8099,12,20693,161,10,68.02,5.38,47.6,44.8,1723.27
8100,14,25968,127,9,50.82,4.58,79.8,42.2,1622.98
8101,14,27598,147,8,50.82,4.4,62.8,45.0,1546.95
8102,12,22460,128,8,55.77,4.89,59.6,26.4,1446.89
8103,10,22439,135,8,70.87,4.57,59.4,44.4,1298.8
8104,14,23704,102,9,50.81,5.36,72.5,46.4,1477.84
8105,12,22770,165,7,59.92,5.29,53.5,39.9,1456.32
8106,10,19543,174,6,58.58,5.77,66.2,50.7,1180.64
8107,14,27464,133,9,43.47,6.13,30.0,48.1,1767.52
8108,14,27991,131,8,59.52,5.99,53.6,40.6,1469.12
8109,9,19606,145,7,53.8,6.19,51.3,37.9,1232.92
8110,12,25247,123,9,47.41,6.52,48.7,57.7,1498.11
8111,13,27256,172,9,44.9,5.94,63.9,45.0,1665.23
8112,15,27356,75,9,48.45,6.92,53.4,56.5,1836.59
8113,2,2595,365,2,57.67,0.5,53.1,18.2,471.42
8114,2,3635,358,0,58.26,1.32,45.6,28.0,83.38
8115,4,3761,325,2,50.76,1.22,50.3,29.6,473.45
8116,3,4215,365,2,68.81,1.6,30.9,26.0,411.53
8117,4,8554,365,2,34.37,2.72,51.2,24.1,413.71
8118,2,2280,342,2,63.65,1.46,38.0,21.7,362.86
8119,2,4401,359,0,56.67,1.35,73.5,8.9,50.0
8120,5,7596,329,2,68.28,1.62,63.8,17.1,286.17
8121,4,5454,332,2,43.96,0.9,66.0,15.5,443.11
8122,5,7322,305,6,55.43,1.93,39.1,17.8,810.29
8123,3,7309,298,2,57.89,1.51,65.1,23.7,275.18
8124,3,5645,365,3,54.24,2.52,47.0,22.0,435.85
8125,7,10905,325,5,60.31,1.0,58.3,25.5,1030.35
8126,2,6331,326,2,70.2,1.85,52.8,33.6,313.2
8127,7,9586,297,5,58.49,1.59,38.5,31.8,791.74
8128,7,8540,325,2,56.36,1.42,42.5,41.1,396.64
8129,6,11698,271,4,57.26,2.34,62.9,20.2,702.19
8130,4,6940,290,3,52.29,1.92,62.5,31.3,498.39
8131,4,8165,275,4,67.58,2.79,38.5,35.8,523.14
8132,5,7107,344,2,49.77,1.98,68.6,33.1,453.32
8133,4,7858,249,2,72.97,2.18,50.4,24.4,235.57
8134,4,5765,260,2,59.27,3.46,39.6,25.7,292.2
8135,7,11196,232,5,55.81,1.82,48.4,36.7,1016.19
8136,7,10218,264,5,63.22,2.16,38.7,34.4,762.97
8137,5,7564,274,2,60.64,1.06,46.3,38.7,426.39
8138,7,10960,314,6,55.02,2.45,49.3,26.4,1038.23
8139,7,8200,272,5,74.08,3.15,61.2,41.7,1061.72
8140,9,12390,264,6,50.55,3.05,64.8,40.3,1232.03
8141,8,14194,283,5,43.42,2.97,67.8,37.5,984.81
8142,8,13631,258,6,67.16,2.51,64.4,34.5,932.06
8143,8,11589,341,5,65.55,2.9,32.2,44.5,823.98
8144,9,15357,248,7,56.95,2.88,37.7,30.9,1151.86
8145,5,8508,275,2,67.21,3.12,68.2,20.8,683.34
8146,7,13443,284,3,59.92,3.29,49.4,34.2,689.34
8147,7,12322,237,4,47.01,3.1,53.3,28.4,754.05
8148,7,12097,258,5,60.82,3.34,62.6,36.3,898.4
8149,8,13738,236,5,50.05,3.33,70.5,51.1,1055.86
8150,9,19049,256,7,58.82,3.11,60.6,38.6,1138.73
8151,9,14207,247,5,54.07,3.56,44.7,39.6,966.95
8152,8,14620,236,6,58.63,2.96,40.4,48.6,1016.66
8153,7,14342,203,4,59.43,3.74,42.2,37.0,687.12
8154,10,15416,291,8,63.02,3.14,69.7,48.4,1334.48
8155,9,13359,251,7,67.71,3.74,65.3,35.8,1234.55
8156,7,12538,183,4,71.98,4.03,55.6,33.5,788.75
8157,8,15869,216,6,55.2,3.39,37.9,30.6,1179.05
8158,6,11907,179,5,59.49,4.42,65.7,35.6,777.04
8159,9,15763,246,6,62.22,4.84,57.3,41.8,1102.94
8160,9,17566,220,7,48.96,3.67,45.8,43.7,1079.99
8161,8,14015,215,7,53.6,4.05,54.3,39.4,1151.87
8162,12,20027,186,8,50.43,4.81,61.1,42.8,1285.47
8163,8,13314,196,6,61.73,3.43,49.7,40.3,1086.91
8164,11,19756,227,6,60.03,4.39,42.6,53.7,1340.81
8165,13,22109,232,8,55.43,4.27,57.3,47.0,1582.6
8166,12,21848,224,7,51.23,4.93,58.0,33.3,1280.44
8167,10,16627,149,7,68.65,4.4,32.3,32.1,1336.85
8168,8,15747,188,7,56.38,4.8,54.1,37.9,1010.91
8169,8,14342,195,6,49.29,4.29,44.9,29.1,1083.22
8170,10,18381,163,4,46.49,5.23,60.7,36.0,1133.56
8171,10,21108,132,6,58.17,4.26,34.6,35.7,1162.3
8172,10,18494,140,8,50.4,5.31,39.7,43.2,1332.67
8173,11,18351,218,7,49.41,5.04,30.0,54.7,1245.82
8174,11,19470,135,8,58.14,3.87,60.0,30.1,1426.84
8175,12,19499,166,7,59.67,5.21,37.0,52.2,1314.48
8176,10,17661,158,7,56.25,5.53,39.1,47.8,1191.12
8177,11,21946,154,8,55.44,4.69,53.9,44.1,1383.33
8178,11,18861,147,8,56.14,4.93,53.1,40.3,1232.09
8179,12,22788,177,8,72.15,5.44,62.6,50.1,1511.98
8180,15,26049,152,11,51.43,5.19,63.9,50.5,2026.02
8181,12,21703,130,10,55.46,5.66,68.6,42.7,1747.83
8182,10,20576,147,5,53.26,5.47,74.4,25.5,963.28
8183,13,22519,105,9,60.42,4.97,67.5,49.7,1634.39
8184,13,25321,154,7,65.54,6.86,59.0,57.2,1399.31
8185,12,21902,117,8,43.39,5.58,57.6,32.8,1408.35
8186,11,21260,116,7,58.82,5.86,62.4,34.9,1393.43
8187,15,25972,148,10,46.99,6.74,30.7,46.2,1882.2
8188,11,23054,118,8,63.14,6.33,53.1,39.8,1498.6
8189,14,26527,117,10,61.45,6.22,33.1,42.3,1791.21
8190,13,20712,159,9,48.52,6.55,46.2,56.1,1447.98
8191,14,26316,92,10,57.76,6.35,37.3,63.9,1535.94
8192,15,24653,133,9,48.7,6.43,59.7,51.8,1629.31
8193,14,25693,143,11,80.44,8.51,62.2,42.7,1793.85
8194,13,24933,147,6,50.01,6.19,69.6,47.3,1231.77
8195,15,27057,175,12,53.33,6.86,43.4,41.0,1922.8
8196,13,26026,88,11,60.24,8.71,47.1,44.3,1723.53
8197,14,27645,79,10,52.91,5.28,68.0,52.3,1554.26
8198,12,23095,127,11,68.36,6.9,48.9,49.2,1659.78
8199,13,24375,127,7,70.45,6.15,46.4,50.4,1313.37
8200,14,26871,71,11,54.17,8.75,63.6,44.2,1818.78
8201,4,2484,365,2,58.8,0.5,61.2,29.0,501.96
8202,1,575,365,1,57.3,0.76,66.5,19.2,125.59
8203,4,7047,362,1,50.58,0.94,60.8,35.0,117.59
8204,2,500,365,1,56.48,1.44,50.3,27.3,169.47
8205,5,5940,365,3,44.18,0.96,71.5,43.2,605.49
8206,3,3252,365,1,62.53,0.5,65.6,28.6,50.0
8207,2,6083,354,1,57.09,1.13,54.8,17.1,319.63
8208,4,4758,365,1,69.05,1.23,65.6,18.3,320.39
8209,3,3735,319,1,68.46,1.79,54.8,27.3,378.05
8210,6,6599,341,4,63.39,1.6,43.9,13.3,765.72
8211,4,5849,324,3,53.33,1.19,56.3,24.7,475.26
8212,4,6465,275,3,52.07,1.84,78.1,23.3,511.96
8213,5,6021,281,4,51.26,2.67,67.5,23.6,629.84
8214,3,6658,336,3,49.56,2.46,60.0,27.1,561.09
8215,3,5717,333,1,65.82,1.0,44.2,17.7,160.19
8216,6,10278,286,4,62.54,3.24,40.8,19.3,752.09
8217,3,4998,361,3,74.3,2.64,52.1,29.9,593.03
8218,4,7145,279,1,60.74,2.89,47.7,25.0,301.16
8219,7,10150,318,3,53.94,1.39,55.2,36.6,646.25
8220,6,11547,295,2,47.72,1.99,56.8,33.3,520.49
8221,4,7224,308,1,58.64,2.54,37.9,32.2,210.11
8222,5,8398,328,2,57.06,1.76,44.9,31.7,221.53
8223,4,6633,321,2,56.57,2.66,50.7,32.6,299.72
8224,9,12636,317,7,59.36,3.27,60.2,51.5,1120.64
8225,7,11457,310,4,51.27,2.33,60.7,36.6,792.68
8226,5,10019,252,2,58.91,3.4,42.6,34.4,348.72
8227,7,10253,322,4,78.56,2.95,40.3,34.8,681.7
8228,4,7960,254,3,68.01,1.72,43.6,12.8,594.57
8229,5,9381,279,3,67.14,2.29,64.6,28.9,598.43
8230,7,12178,268,4,51.45,3.35,49.3,44.7,879.62
8231,7,9169,287,5,42.8,2.33,56.3,37.9,868.92
8232,7,10433,259,3,63.39,3.44,60.0,30.1,486.38
8233,7,9861,267,3,65.76,3.26,69.7,36.9,852.86
8234,7,12049,318,5,63.15,3.16,40.4,25.1,940.35
8235,7,10784,227,4,58.41,2.79,69.6,39.5,700.62
8236,7,11481,263,6,64.7,3.28,61.9,30.1,1086.06
8237,7,10569,226,4,52.79,4.04,75.0,35.3,779.26
8238,8,13045,277,5,54.1,3.05,71.9,27.8,1041.67
8239,8,12054,233,6,66.77,3.61,56.3,37.7,1062.91
8240,8,14967,253,4,69.66,4.35,46.0,16.8,757.66
8241,6,12239,210,5,54.2,3.53,62.9,28.5,867.25
8242,6,11835,286,4,50.1,3.2,41.6,25.9,816.79
8243,9,14892,246,7,48.6,3.27,57.6,32.1,1120.65
8244,10,13623,244,6,69.82,2.56,46.1,12.5,1125.08
8245,9,15018,259,6,72.13,3.12,52.1,32.5,959.39
8246,8,13453,194,5,85.8,5.94,30.0,38.1,968.01
8247,9,16301,210,6,55.41,4.33,54.0,30.8,1085.14
8248,7,14550,231,5,49.63,3.69,56.4,37.7,943.16
8249,11,18997,171,7,59.72,4.43,48.6,49.2,1380.49
8250,9,18095,171,8,59.3,4.45,54.0,40.3,1253.39
8251,8,14238,194,5,53.97,3.66,42.0,39.0,938.59
8252,9,15510,181,6,50.41,3.83,64.4,40.1,1102.81
8253,9,18072,202,8,45.38,3.5,55.3,42.3,1255.29
8254,11,19254,226,8,44.39,4.6,81.9,36.6,1300.25
8255,9,16325,230,4,67.77,4.28,58.5,31.1,992.76
8256,10,20800,258,6,50.28,4.79,59.6,33.3,1078.02
8257,11,20187,201,6,78.29,4.37,49.4,47.3,1117.58
8258,9,16859,200,7,50.53,4.05,69.3,31.2,1174.54
8259,10,17451,191,7,49.25,4.99,49.9,37.6,1290.55
8260,11,21760,199,8,51.37,3.66,75.7,38.5,1352.39
8261,8,16570,199,6,76.62,4.53,75.4,37.3,961.74
8262,11,20122,209,8,58.02,4.44,48.9,46.9,1415.26
8263,11,21324,203,6,59.21,5.71,51.7,46.9,1230.51
8264,11,21720,189,8,54.83,5.87,46.3,27.6,1445.68
8265,11,21450,212,9,66.1,5.34,39.0,44.7,1457.69
8266,12,23286,164,7,48.32,4.91,58.5,43.5,1210.78
8267,14,25262,139,9,44.45,6.19,55.1,49.3,1543.26
8268,10,20707,142,8,58.59,5.03,62.9,37.2,1392.93
8269,11,20068,149,8,64.95,4.73,54.4,35.5,1452.93
8270,13,26416,116,10,54.76,4.51,65.5,53.6,1671.59
8271,13,22074,125,10,61.01,5.68,54.4,44.3,1665.33
8272,13,24524,105,9,63.5,4.84,52.7,55.7,1479.21
8273,15,24545,147,11,78.65,6.46,56.0,49.6,1913.13
8274,14,25293,145,10,47.98,5.51,64.1,47.8,1828.54
8275,14,24718,78,9,61.05,5.23,50.6,42.3,1572.39
8276,12,23469,109,8,43.74,6.48,65.9,43.8,1544.8
8277,12,23913,180,9,68.05,6.44,46.2,51.3,1455.04
8278,13,23255,141,8,74.99,6.88,51.2,44.9,1400.59
8279,14,26071,130,10,64.43,5.33,32.6,49.6,1744.24
8280,14,28296,94,8,52.49,5.27,50.9,60.9,1535.49
8281,14,24327,120,10,54.33,7.06,41.5,38.3,1735.01
8282,13,23904,109,10,55.68,4.92,61.7,38.5,1746.31
8283,13,26701,79,8,50.43,5.84,61.1,48.4,1502.3
8284,14,26861,85,10,53.5,6.55,69.6,34.3,1878.57
8285,4,5027,351,2,53.79,0.5,74.9,32.1,407.06
8286,4,6423,318,3,65.59,1.16,53.0,21.6,486.71
8287,2,1389,320,2,57.85,0.53,46.1,20.4,360.06
8288,4,4336,351,2,52.74,1.82,60.6,34.8,222.06
8289,2,1841,329,0,44.27,1.58,50.3,13.9,50.0
8290,4,4818,342,3,57.65,1.44,47.7,12.0,609.67
8291,3,6239,300,2,68.17,1.17,54.8,9.0,305.99
8292,6,5413,365,3,52.51,0.91,47.9,34.3,520.0
8293,3,2664,365,3,53.11,1.41,79.7,32.7,523.73
8294,4,3831,365,2,65.18,0.98,51.8,19.4,386.9
8295,5,9318,365,2,56.85,2.63,54.6,38.5,535.22
8296,3,4028,348,2,51.69,1.91,64.7,25.4,318.19
8297,4,5750,335,3,61.04,1.36,81.3,28.3,647.01
8298,4,3908,327,3,54.68,2.63,52.3,35.3,484.92
8299,4,6071,293,4,63.17,1.9,32.5,13.7,732.72
8300,4,7990,335,3,60.61,2.75,54.1,33.1,528.6
8301,7,10759,331,4,59.91,2.78,34.5,19.1,678.09
8302,4,6708,296,3,56.32,2.37,48.8,14.9,512.57
8303,6,7058,322,3,52.82,1.59,73.0,20.1,610.76
8304,6,9003,283,5,56.63,1.98,45.4,36.5,830.31
8305,4,7405,282,3,61.99,4.12,42.4,33.0,441.71
8306,7,9432,321,4,63.65,2.12,65.3,40.7,903.26
8307,4,8527,305,2,67.87,2.4,52.4,27.3,424.34
8308,7,12608,281,5,85.9,4.36,69.5,30.5,659.67
