UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Machine_Age_Years,Operating_Hours,Days_Since_Last_Maintenance,Maintenance_Count_Last_Year,Energy_Consumption_kWh,Vibration_Level_mm_s,Humidity_Percent,Ambient_Dust_Level_ug_m3,Maintenance_Cost_USD
7146,L54325,L,300.5,310.0,1413,44.5,152,0,0,0,0,0,0,10,22276,144,7,57.32,5.66,50.9,41.8,1218.65
7147,L54326,L,300.4,309.9,1496,31.8,154,0,0,0,0,0,0,13,22248,216,8,53.96,4.93,63.1,39.6,1585.1
7148,L54327,L,300.3,309.8,1466,41.2,156,0,0,0,0,0,0,12,22782,138,9,61.63,5.47,59.2,28.7,1474.61
7149,M22008,M,300.3,309.8,1617,40.8,158,0,0,0,0,0,0,12,21242,201,7,56.2,5.01,58.8,47.2,1423.85
7150,L54329,L,300.2,309.8,1506,41.8,161,0,0,0,0,0,0,12,24940,173,7,54.68,5.01,63.6,34.3,1299.04
7151,L54330,L,300.2,309.8,1401,49.3,163,0,0,0,0,0,0,10,18566,157,6,74.84,5.5,58.9,50.3,1183.95
7152,H36565,H,300.2,309.9,1906,22.9,165,0,0,0,0,0,0,12,23573,211,6,53.5,5.57,36.8,50.3,1277.17
7153,L54332,L,300.2,309.9,1566,36.4,170,0,0,0,0,0,0,13,24190,189,10,56.68,5.5,55.7,48.0,1724.79
7154,L54333,L,300.2,310.0,1493,47.3,172,0,0,0,0,0,0,12,22746,167,7,68.0,5.22,41.6,55.1,1347.45
7155,L54334,L,300.3,310.1,1483,39.9,174,0,0,0,0,0,0,14,24974,92,9,55.82,5.11,62.6,55.7,1582.44
7156,M22015,M,300.2,309.9,1569,31.2,176,0,0,0,0,0,0,13,22519,175,10,50.75,4.8,36.2,38.9,1839.87
7157,M22016,M,300.2,310.0,1664,30.7,179,0,0,0,0,0,0,12,18576,118,8,52.7,5.56,54.6,52.1,1709.45
7158,L54337,L,300.2,310.0,1486,40.1,182,0,0,0,0,0,0,12,24202,140,9,63.2,5.67,55.7,38.5,1414.19
7159,L54338,L,300.2,310.0,1389,53.6,184,0,0,0,0,0,0,12,21947,144,7,62.01,6.02,41.2,51.4,1326.82
7160,L54339,L,300.1,310.0,1511,41.7,186,0,0,0,0,0,0,10,22124,199,9,55.09,4.92,54.0,36.6,1451.13
7161,M22020,M,300.2,310.1,1485,40.5,188,0,0,0,0,0,0,12,23388,132,8,52.6,5.75,64.2,33.9,1484.65
7162,L54341,L,300.2,310.2,1440,42.9,191,0,0,0,0,0,0,13,25995,93,8,64.48,5.67,48.3,49.4,1318.8
7163,L54342,L,300.2,310.2,1378,43.9,193,0,0,0,0,0,0,12,24288,177,7,59.68,5.8,58.5,40.1,1214.48
7164,M22023,M,300.1,310.1,1501,39.3,195,0,0,0,0,0,0,13,20678,153,11,53.3,6.5,61.1,54.6,2012.6
7165,M22024,M,300.2,310.1,1474,44.0,198,0,0,0,0,0,0,13,25432,150,8,60.6,6.59,42.2,56.5,1626.44
7166,L54345,L,300.2,310.1,1392,47.9,201,0,0,0,0,0,0,14,25329,168,9,60.83,6.53,55.5,34.2,1479.85
7167,M22026,M,300.3,310.2,1429,44.7,203,0,0,0,0,0,0,14,27683,173,9,54.49,6.12,52.5,48.0,1837.13
7168,L54347,L,300.3,310.3,1362,60.3,206,1,0,0,0,1,0,14,26957,91,10,81.0,8.06,54.8,53.2,1685.66
7169,L54348,L,300.3,310.3,1704,29.5,0,0,0,0,0,0,0,1,2104,323,1,51.36,1.6,35.8,23.0,243.72
7170,L54349,L,300.3,310.2,1492,52.3,2,0,0,0,0,0,0,6,6882,365,3,75.87,1.91,38.1,33.2,589.13
7171,M22030,M,300.3,310.2,1442,39.5,4,0,0,0,0,0,0,3,2411,352,2,49.94,1.9,69.6,28.2,386.24
7172,M22031,M,300.2,310.2,1438,51.5,7,0,0,0,0,0,0,3,3266,351,2,70.44,1.42,64.1,13.2,375.77
7173,M22032,M,300.1,310.1,1402,46.6,10,0,0,0,0,0,0,3,1350,319,1,55.76,1.27,57.6,38.8,336.85
7174,L54353,L,300.1,310.1,1684,30.8,13,0,0,0,0,0,0,3,3299,365,4,65.21,1.67,65.8,31.3,551.02
7175,L54354,L,300.2,310.2,1530,48.5,15,0,0,0,0,0,0,6,5679,359,3,57.95,1.75,39.1,26.8,789.1
7176,L54355,L,300.1,310.1,1569,43.5,17,0,0,0,0,0,0,6,5808,340,5,71.67,1.22,52.3,26.0,953.62
7177,L54356,L,300.1,310.1,1650,31.6,19,0,0,0,0,0,0,5,7030,301,2,53.09,1.38,51.1,36.9,407.31
7178,L54357,L,300.2,310.2,1415,49.6,21,0,0,0,0,0,0,4,6546,365,1,64.95,3.05,45.8,30.1,287.68
7179,L54358,L,300.2,310.2,1600,31.5,23,0,0,0,0,0,0,5,6987,345,1,55.3,1.37,41.4,32.9,335.82
7180,L54359,L,300.2,310.1,1523,42.3,25,0,0,0,0,0,0,4,5177,365,3,56.22,2.05,70.8,32.4,483.06
7181,M22040,M,300.2,310.2,1628,30.3,27,0,0,0,0,0,0,4,4594,270,3,55.62,1.42,47.4,29.8,490.06
7182,L54361,L,300.2,310.3,1331,52.1,30,0,0,0,0,0,0,5,6874,331,2,71.15,1.69,60.4,15.0,524.03
7183,L54362,L,300.3,310.3,2158,16.8,32,0,0,0,0,0,0,4,5007,305,2,47.55,1.34,59.0,24.7,462.82
7184,L54363,L,300.2,310.3,1445,50.9,34,0,0,0,0,0,0,5,7436,325,3,68.74,1.39,67.5,34.5,509.89
7185,M22044,M,300.2,310.3,1593,36.1,36,0,0,0,0,0,0,5,5338,350,3,66.03,2.21,63.8,35.2,570.51
7186,L54365,L,300.3,310.4,1672,29.2,39,0,0,0,0,0,0,6,10007,329,3,54.62,2.22,51.3,28.2,502.73
7187,M22046,M,300.4,310.5,1644,31.4,41,0,0,0,0,0,0,4,5794,316,1,49.01,2.95,39.8,27.7,453.63
7188,L54367,L,300.4,310.5,1402,54.3,44,0,0,0,0,0,0,6,9744,313,4,73.65,2.11,65.7,41.3,799.3
7189,L54368,L,300.4,310.4,1286,56.8,46,0,0,0,0,0,0,4,8201,263,3,67.72,2.23,69.7,39.2,513.78
7190,L54369,L,300.4,310.4,1486,46.3,48,0,0,0,0,0,0,5,8652,280,4,60.3,2.18,84.6,32.6,699.65
7191,L54370,L,300.3,310.3,1345,46.3,50,0,0,0,0,0,0,5,9449,339,3,64.41,1.76,66.7,37.1,643.26
7192,L54371,L,300.3,310.3,1629,34.1,52,0,0,0,0,0,0,4,4040,287,2,50.08,2.59,47.3,30.8,348.26
7193,M22052,M,300.2,310.2,1429,43.8,54,0,0,0,0,0,0,7,10091,334,4,61.09,2.27,48.9,39.6,760.49
7194,L54373,L,300.1,310.1,1306,64.7,57,0,0,0,0,0,0,4,9020,321,3,81.19,1.71,30.1,27.9,591.54
7195,L54374,L,300.1,310.1,1380,52.6,59,0,0,0,0,0,0,5,9419,321,2,77.59,3.03,45.3,25.2,320.6
7196,M22055,M,300.1,310.1,1443,49.3,61,0,0,0,0,0,0,8,15118,302,4,69.21,2.24,39.8,50.8,855.99
7197,H36610,H,300.1,310.1,1426,42.7,64,0,0,0,0,0,0,5,11437,275,4,52.47,2.77,62.1,44.4,930.52
7198,L54377,L,300.0,310.0,1486,41.8,69,0,0,0,0,0,0,6,10754,278,4,53.34,2.91,66.5,32.2,555.68
7199,M22058,M,300.0,309.9,1530,34.5,71,0,0,0,0,0,0,5,8817,299,1,62.63,2.88,82.1,33.2,411.76
7200,L54379,L,300.0,309.9,1507,41.4,74,0,0,0,0,0,0,8,11492,212,4,56.69,2.35,90.0,37.4,678.05
7201,L54380,L,300.0,309.9,1608,33.4,76,0,0,0,0,0,0,8,12306,311,4,46.6,3.6,58.0,36.4,662.27
7202,L54381,L,300.0,309.8,1474,40.6,78,0,0,0,0,0,0,8,12498,256,6,53.63,2.59,48.0,36.8,1000.96
7203,L54382,L,300.0,309.7,1326,61.9,80,0,0,0,0,0,0,8,12310,266,8,79.57,1.77,50.3,45.4,1333.25
7204,M22063,M,299.8,309.6,1434,48.0,82,0,0,0,0,0,0,7,10712,264,5,65.27,3.47,46.7,25.5,936.93
7205,L54384,L,299.8,309.6,1526,41.7,85,0,0,0,0,0,0,6,11627,262,3,63.66,3.53,83.1,27.1,588.43
7206,L54385,L,299.8,309.7,1483,39.6,87,0,0,0,0,0,0,6,13660,221,4,57.72,2.58,30.0,39.5,613.2
7207,L54386,L,299.8,309.7,1457,51.9,89,0,0,0,0,0,0,9,16205,263,6,63.05,3.22,74.4,39.5,1065.86
7208,M22067,M,299.7,309.6,1540,34.4,91,0,0,0,0,0,0,9,14411,274,6,45.12,3.82,43.8,48.4,898.7
7209,L54388,L,299.8,309.7,1707,29.1,94,0,0,0,0,0,0,7,14151,191,6,47.62,4.06,50.3,34.9,1084.29
7210,L54389,L,299.8,309.7,1624,34.2,96,0,0,0,0,0,0,8,14440,211,7,55.75,3.71,30.0,39.2,1120.89
7211,M22070,M,299.8,309.6,1331,50.2,98,0,0,0,0,0,0,7,12749,274,5,59.23,3.86,67.7,32.7,990.72
7212,L54391,L,299.8,309.7,1431,40.3,101,0,0,0,0,0,0,6,11590,265,4,62.65,3.88,64.5,43.1,622.76
7213,M22072,M,299.8,309.7,1705,28.5,103,0,0,0,0,0,0,8,13935,250,7,46.22,3.51,41.9,43.3,1213.81
7214,M22073,M,299.8,309.8,1427,45.2,106,0,0,0,0,0,0,8,15347,217,5,53.83,3.11,68.3,27.3,743.07
7215,M22074,M,299.9,309.8,1625,41.2,109,0,0,0,0,0,0,7,13515,256,5,61.46,3.59,66.0,39.3,1014.9
7216,L54395,L,299.9,309.8,1477,47.7,112,0,0,0,0,0,0,6,11147,195,4,68.89,4.36,48.6,40.6,764.07
7217,M22076,M,300.0,309.9,1651,28.1,114,0,0,0,0,0,0,6,11165,224,2,57.52,4.41,30.4,32.1,443.78
7218,L54397,L,299.9,309.8,1716,28.2,117,0,0,0,0,0,0,8,15324,185,7,43.06,4.03,52.4,41.9,1116.36
7219,H36632,H,299.9,309.8,1400,48.7,119,0,0,0,0,0,0,9,16798,217,7,71.95,3.81,67.5,48.8,1168.53
7220,M22079,M,299.8,309.7,1556,37.7,124,0,0,0,0,0,0,8,14710,185,3,58.2,4.97,44.0,35.6,679.82
7221,L54400,L,299.8,309.7,1429,42.6,127,0,0,0,0,0,0,10,16017,235,8,56.67,4.24,68.0,43.1,1200.63
7222,H36635,H,299.7,309.6,1433,49.6,129,0,0,0,0,0,0,9,18481,223,6,69.54,4.54,44.7,34.5,1046.93
7223,M22082,M,299.8,309.7,1320,61.7,134,0,0,0,0,0,0,11,20788,187,8,82.11,3.75,53.9,46.6,1368.97
7224,L54403,L,299.8,309.6,1374,51.6,137,0,0,0,0,0,0,10,15184,233,7,58.65,4.4,46.2,32.8,1341.78
7225,L54404,L,299.8,309.6,1598,31.0,139,0,0,0,0,0,0,9,19064,170,5,49.72,5.02,56.9,43.7,907.91
7226,M22085,M,299.8,309.7,1910,21.8,141,0,0,0,0,0,0,10,18032,195,7,45.55,3.84,64.9,52.7,1136.96
7227,L54406,L,299.7,309.6,1399,51.3,144,0,0,0,0,0,0,8,16365,174,5,70.28,4.58,74.6,29.3,913.16
7228,L54407,L,299.7,309.6,1720,27.1,146,0,0,0,0,0,0,11,21477,212,6,57.49,4.85,57.5,53.1,1218.46
7229,H36642,H,299.8,309.7,1368,47.4,148,0,0,0,0,0,0,9,19939,207,7,63.55,5.41,36.3,38.3,1209.43
7230,L54409,L,299.8,309.8,1749,33.4,153,0,0,0,0,0,0,12,22789,220,8,54.83,5.31,62.6,39.4,1445.84
7231,L54410,L,299.8,309.8,1542,39.4,155,0,0,0,0,0,0,10,19337,181,8,60.82,5.72,51.4,38.9,1364.64
7232,L54411,L,299.8,309.9,1553,36.6,157,0,0,0,0,0,0,12,19402,88,8,55.06,5.34,51.2,44.9,1424.02
7233,M22092,M,299.9,309.9,1639,42.1,159,0,0,0,0,0,0,9,14916,161,6,51.63,5.42,56.3,35.5,1024.01
7234,L54413,L,299.9,310.0,1447,45.9,162,0,0,0,0,0,0,10,20607,218,8,65.6,4.57,61.7,49.7,1281.44
7235,M22094,M,299.8,310.0,1397,48.1,164,0,0,0,0,0,0,12,23793,158,7,69.17,4.61,50.0,42.4,1322.75
7236,L54415,L,299.8,310.0,1361,53.8,167,0,0,0,0,0,0,13,21893,107,8,74.2,6.02,62.0,49.2,1512.48
7237,M22096,M,299.8,310.0,1460,37.1,169,0,0,0,0,0,0,14,24000,176,10,49.51,5.0,59.9,65.6,1766.57
7238,M22097,M,299.8,310.0,1632,33.7,172,0,0,0,0,0,0,12,21304,174,8,57.85,5.03,62.0,43.3,1260.17
7239,L54418,L,299.8,310.0,1697,36.0,175,0,0,0,0,0,0,15,24999,133,9,65.52,4.22,65.6,46.7,1772.92
7240,L54419,L,299.8,310.1,1553,42.0,177,0,0,0,0,0,0,11,22777,145,6,73.75,5.96,30.0,39.6,1022.6
7241,M22100,M,299.9,310.1,1362,56.3,179,0,0,0,0,0,0,14,25183,125,10,73.49,4.92,50.3,57.5,1627.94
7242,M22101,M,299.9,310.0,1484,42.1,182,0,0,0,0,0,0,11,21046,162,7,65.07,5.14,53.2,41.8,1175.32
7243,H36656,H,299.9,310.1,1447,51.4,185,0,0,0,0,0,0,13,27911,145,9,63.0,6.17,52.0,48.7,1557.12
7244,M22103,M,300.0,310.2,1393,51.2,190,0,0,0,0,0,0,9,17198,102,7,61.36,4.65,44.6,33.0,1188.73
7245,L54424,L,300.0,310.2,1760,26.9,193,0,0,0,0,0,0,11,22707,133,9,55.55,6.5,47.2,40.2,1617.74
7246,L54425,L,300.0,310.1,1477,34.6,195,0,0,0,0,0,0,13,22802,109,9,43.12,5.46,61.3,54.3,1699.26
7247,L54426,L,299.9,310.1,1681,29.1,197,0,0,0,0,0,0,11,21829,172,8,52.18,5.85,60.5,30.9,1226.22
7248,M22107,M,300.0,310.1,1314,53.5,199,0,0,0,0,0,0,14,25978,153,8,75.01,5.59,55.4,34.3,1340.52
7249,L54428,L,300.0,310.1,1762,28.0,202,0,0,0,0,0,0,14,27157,119,9,55.19,5.39,43.0,44.5,1747.18
7250,L54429,L,299.9,310.0,1402,44.7,204,0,0,0,0,0,0,12,23188,123,9,64.79,5.72,65.3,41.3,1542.29
7251,M22110,M,300.1,310.2,1429,42.0,206,0,0,0,0,0,0,12,23120,148,8,58.99,5.74,64.4,42.3,1337.15
7252,M22111,M,300.2,310.3,1448,40.1,209,0,0,0,0,0,0,13,24586,109,9,55.76,5.61,68.3,44.5,1658.27
7253,H36666,H,300.2,310.4,1501,42.9,212,0,0,0,0,0,0,12,22320,133,10,71.9,7.07,45.6,44.5,1792.52
7254,L54433,L,300.3,310.5,1522,39.1,217,0,0,0,0,0,0,14,27513,149,9,64.19,5.94,90.0,45.1,1681.62
7255,L54434,L,300.3,310.4,1493,37.5,219,0,0,0,0,0,0,14,27077,87,8,60.38,5.53,57.6,59.3,1442.66
7256,M22115,M,300.2,310.3,1704,29.4,221,0,0,0,0,0,0,14,27398,149,9,52.16,5.49,45.9,55.0,1424.34
7257,H36670,H,300.2,310.3,1408,42.5,0,0,0,0,0,0,0,6,7096,365,2,56.45,1.22,83.5,31.5,531.93
7258,L54437,L,300.2,310.4,1518,41.8,5,0,0,0,0,0,0,2,2336,365,2,65.79,0.5,64.0,31.7,307.47
7259,L54438,L,300.3,310.4,1742,25.9,7,0,0,0,0,0,0,5,8078,343,3,47.91,1.09,57.4,9.7,476.06
7260,M22119,M,300.4,310.5,1500,43.0,9,0,0,0,0,0,0,2,4338,361,0,61.59,2.21,58.9,27.1,50.0
7261,L54440,L,300.4,310.5,2424,14.5,12,0,0,0,0,0,0,4,7462,343,2,52.49,1.39,70.4,35.3,422.29
7262,L54441,L,300.4,310.5,1818,25.1,14,0,0,0,0,0,0,5,7189,324,1,50.91,1.51,58.0,25.9,264.87
7263,M22122,M,300.4,310.6,1545,35.6,16,0,0,0,0,0,0,5,8749,362,4,62.96,1.14,34.3,34.7,696.51
7264,L54443,L,300.4,310.6,1429,46.9,19,0,0,0,0,0,0,3,3831,311,4,57.05,1.47,54.8,21.4,691.06
7265,M22124,M,300.4,310.6,1448,44.9,21,0,0,0,0,0,0,5,6644,330,1,62.47,1.42,65.8,33.1,251.91
7266,L54445,L,300.4,310.6,1384,48.7,24,0,0,0,0,0,0,5,8873,326,4,75.28,1.75,54.4,20.0,891.87
7267,L54446,L,300.4,310.5,1578,32.8,26,0,0,0,0,0,0,3,6035,293,2,57.68,2.48,43.2,33.6,348.87
7268,L54447,L,300.5,310.5,1695,26.7,28,0,0,0,0,0,0,5,6824,351,4,48.47,1.49,54.6,30.5,755.35
7269,L54448,L,300.5,310.6,1543,36.2,30,0,0,0,0,0,0,7,8181,322,2,59.72,1.36,65.4,36.3,467.14
7270,M22129,M,300.4,310.5,1540,33.4,32,0,0,0,0,0,0,5,7134,365,3,52.92,1.76,70.3,29.9,618.35
7271,L54450,L,300.2,310.4,1808,25.8,35,0,0,0,0,0,0,6,7748,316,3,57.67,2.36,41.7,41.1,509.77
7272,M22131,M,300.3,310.4,1293,49.7,37,0,0,0,0,0,0,6,11452,308,4,68.23,1.76,40.9,34.4,785.55
7273,L54452,L,300.2,310.3,1202,59.5,40,0,0,0,0,0,0,3,6540,290,2,67.25,2.13,54.3,34.0,609.01
7274,M22133,M,300.2,310.3,1704,29.2,42,0,0,0,0,0,0,6,7941,316,4,53.03,2.31,46.7,28.1,611.23
7275,M22134,M,300.2,310.3,1478,38.1,45,0,0,0,0,0,0,4,5258,312,2,58.55,3.2,48.1,32.9,167.32
7276,L54455,L,300.2,310.3,1514,38.7,48,0,0,0,0,0,0,5,6993,330,5,59.88,2.66,51.8,43.0,738.96
7277,M22136,M,300.1,310.3,1350,48.8,50,0,0,0,0,0,0,9,12212,307,5,65.76,1.81,64.2,51.4,989.7
7278,L54457,L,300.1,310.2,1475,54.2,53,0,0,0,0,0,0,5,8135,364,4,73.73,1.23,44.9,9.9,688.99
7279,H36692,H,300.0,310.1,1714,28.7,55,0,0,0,0,0,0,5,10147,313,4,53.64,2.45,41.0,31.7,637.8
7280,L54459,L,300.0,310.1,1465,40.9,60,0,0,0,0,0,0,8,10850,263,6,55.18,2.15,46.1,24.6,1147.44
7281,L54460,L,299.9,310.2,1288,69.6,62,1,0,0,1,0,0,5,12224,258,2,79.68,4.31,36.8,27.3,394.71
7282,L54461,L,300.0,310.2,1675,29.7,64,0,0,0,0,0,0,6,8665,304,5,50.58,2.1,55.6,28.0,928.04
7283,L54462,L,300.0,310.2,1486,36.4,66,0,0,0,0,0,0,8,10456,255,5,55.53,2.4,56.3,41.2,882.23
7284,M22143,M,300.0,310.2,1443,58.7,68,0,0,0,0,0,0,6,12792,301,3,73.22,2.44,67.1,31.3,510.31
7285,M22144,M,300.1,310.3,1345,57.1,71,0,0,0,0,0,0,4,9977,307,3,77.08,2.72,42.3,22.5,531.84
7286,M22145,M,300.2,310.4,1202,61.7,74,0,0,0,0,0,0,8,12656,304,7,68.76,2.51,56.5,40.6,1177.01
7287,M22146,M,300.1,310.4,1480,37.1,77,0,0,0,0,0,0,6,11237,247,4,46.92,2.57,59.0,24.1,906.5
7288,M22147,M,300.2,310.4,1530,35.7,80,0,0,0,0,0,0,9,15010,297,5,64.91,3.27,36.4,32.2,1002.84
7289,M22148,M,300.2,310.6,1983,20.8,83,0,0,0,0,0,0,6,11140,275,4,44.38,3.07,57.6,29.3,747.84
7290,L54469,L,300.3,310.6,1433,53.8,86,0,0,0,0,0,0,9,12725,244,5,75.42,3.15,58.1,36.8,971.55
7291,L54470,L,300.3,310.6,1806,24.4,88,0,0,0,0,0,0,10,12237,255,6,52.09,3.18,53.5,41.8,1063.72
7292,L54471,L,300.2,310.5,1416,46.7,90,0,0,0,0,0,0,6,9983,271,4,59.36,2.8,39.6,33.9,695.6
7293,M22152,M,300.1,310.4,1556,38.1,92,0,0,0,0,0,0,7,15264,234,5,56.97,4.02,54.1,29.4,827.56
7294,L54473,L,300.1,310.5,1627,29.2,95,0,0,0,0,0,0,8,16658,260,5,49.28,4.39,31.5,38.3,933.27
7295,L54474,L,300.1,310.6,1809,24.3,97,0,0,0,0,0,0,7,12372,292,7,50.79,4.04,58.9,35.0,966.39
7296,M22155,M,300.1,310.5,1329,57.4,99,0,0,0,0,0,0,8,12618,275,5,67.76,2.59,63.9,36.4,746.79
7297,H36710,H,300.0,310.4,1881,21.9,102,0,0,0,0,0,0,8,14607,245,5,47.04,3.22,52.4,24.0,844.54
7298,L54477,L,300.1,310.5,1500,39.8,107,0,0,0,0,0,0,8,15073,244,6,58.13,4.03,70.4,39.9,953.27
7299,L54478,L,300.1,310.5,1532,36.0,109,0,0,0,0,0,0,9,16606,218,4,60.89,3.35,46.6,42.9,869.02
7300,L54479,L,300.1,310.5,1492,50.9,111,0,0,0,0,0,0,9,12004,217,8,66.13,3.42,46.3,44.2,1262.51
7301,L54480,L,300.2,310.6,1431,42.3,113,0,0,0,0,0,0,9,20622,183,5,54.66,3.14,51.7,39.4,1012.47
7302,L54481,L,300.1,310.4,1554,39.4,115,0,0,0,0,0,0,8,16474,235,7,56.05,3.69,82.2,44.7,1095.34
7303,L54482,L,300.1,310.5,1494,44.2,117,0,0,0,0,0,0,8,14568,245,7,64.03,3.51,51.6,40.0,1379.06
7304,L54483,L,300.1,310.6,1374,45.4,119,0,0,0,0,0,0,9,15077,220,5,52.61,2.78,80.7,34.8,932.58
7305,L54484,L,300.1,310.5,1394,44.3,121,0,0,0,0,0,0,9,17726,193,6,66.77,4.6,54.5,37.6,1118.59
7306,M22165,M,300.0,310.5,1790,25.7,123,0,0,0,0,0,0,8,15878,219,5,50.08,4.28,45.3,31.5,854.75
7307,L54486,L,300.1,310.5,1356,45.8,126,0,0,0,0,0,0,10,17808,254,7,63.73,3.48,78.4,32.2,1196.39
7308,M22167,M,300.0,310.4,1385,52.1,128,0,0,0,0,0,0,7,14848,238,4,68.76,4.63,57.2,39.7,801.4
7309,L54488,L,300.0,310.4,1333,49.1,131,0,0,0,0,0,0,8,15326,207,6,60.85,4.34,51.5,34.1,1039.55
7310,L54489,L,300.0,310.4,1505,44.9,133,0,0,0,0,0,0,9,17388,267,6,57.57,4.9,65.3,43.6,1152.48
7311,L54490,L,300.0,310.5,1606,33.5,135,0,0,0,0,0,0,8,16765,284,5,50.74,4.74,70.0,51.0,1021.38
7312,H36725,H,300.0,310.5,1558,36.7,137,0,0,0,0,0,0,12,21080,186,7,48.87,4.04,48.0,52.4,1525.75
7313,L54492,L,300.0,310.5,1412,52.4,142,0,0,0,0,0,0,10,18826,187,7,70.08,4.88,65.8,32.4,1311.66
7314,L54493,L,299.9,310.4,1408,38.4,144,0,0,0,0,0,0,10,20569,213,7,54.87,4.96,52.3,35.6,1243.58
7315,L54494,L,299.9,310.3,1268,53.3,146,0,0,0,0,0,0,10,16174,162,6,59.32,5.18,43.2,44.7,1078.86
7316,L54495,L,299.9,310.4,1470,50.0,148,0,0,0,0,0,0,10,17463,213,7,63.97,5.2,46.5,43.4,1169.7
7317,L54496,L,299.9,310.4,1497,47.0,150,0,0,0,0,0,0,9,17590,188,6,68.02,5.79,40.9,48.7,1038.68
7318,L54497,L,299.9,310.3,1638,29.1,152,0,0,0,0,0,0,10,17745,194,8,57.23,5.28,56.0,37.2,1381.49
7319,H36732,H,299.9,310.3,1535,43.9,154,0,0,0,0,0,0,9,17136,163,6,56.12,4.46,56.1,28.0,1196.57
7320,L54499,L,299.8,310.2,1654,32.7,159,0,0,0,0,0,0,11,22287,151,9,65.05,5.06,68.7,34.7,1556.67
7321,H36734,H,299.8,310.2,1411,49.7,161,0,0,0,0,0,0,7,15422,112,4,61.1,4.5,65.4,43.6,731.36
7322,L54501,L,299.8,310.2,1911,23.5,166,0,0,0,0,0,0,10,16726,210,7,41.29,5.75,50.2,41.4,1119.97
7323,H36736,H,299.8,310.2,1573,33.3,168,0,0,0,0,0,0,14,23725,192,10,62.35,4.77,52.7,54.8,1681.33
7324,L54503,L,299.9,310.2,1479,46.3,173,0,0,0,0,0,0,13,23472,178,9,58.65,6.44,47.2,43.4,1621.48
7325,M22184,M,299.9,310.4,1820,26.6,175,0,0,0,0,0,0,14,24735,165,9,58.86,5.23,56.3,42.2,1695.74
7326,L54505,L,299.9,310.4,1419,45.7,178,0,0,0,0,0,0,14,25644,82,9,59.09,5.43,52.4,53.4,1734.42
7327,M22186,M,299.9,310.5,1335,52.9,180,0,0,0,0,0,0,13,24412,126,9,66.17,5.27,55.6,35.5,1694.32
7328,M22187,M,299.9,310.5,1576,39.4,183,0,0,0,0,0,0,11,21227,138,7,52.57,5.22,72.5,46.0,1178.89
7329,L54508,L,300.0,310.5,1517,42.2,186,0,0,0,0,0,0,11,19780,109,9,67.12,5.38,73.2,55.1,1450.39
7330,M22189,M,299.9,310.4,1576,34.3,188,0,0,0,0,0,0,14,24598,89,10,60.21,5.82,47.5,30.0,1845.22
7331,H36744,H,299.8,310.2,1537,36.6,191,0,0,0,0,0,0,13,23261,106,9,52.69,5.78,64.3,38.6,1704.01
7332,L54511,L,299.8,310.3,1524,34.2,196,0,0,0,0,0,0,15,26392,131,10,53.27,5.69,62.8,49.9,1798.98
7333,M22192,M,299.8,310.3,1805,23.7,198,0,0,0,0,0,0,12,24347,129,9,51.72,6.1,48.4,40.4,1719.99
7334,M22193,M,299.9,310.4,1367,53.3,201,0,0,0,0,0,0,15,27651,151,12,66.12,5.75,71.9,49.1,2154.57
7335,L54514,L,299.8,310.4,1694,30.3,204,0,0,0,0,0,0,13,26016,182,9,59.5,6.1,37.3,63.8,1667.47
7336,L54515,L,299.9,310.4,1328,49.9,206,0,0,0,0,0,0,15,26694,138,9,64.3,7.03,67.9,44.9,1714.62
7337,H36750,H,299.9,310.5,1549,42.8,208,0,0,0,0,0,0,15,29623,110,10,59.16,5.91,53.6,48.4,1629.38
7338,L54517,L,299.9,310.5,1539,32.8,213,0,0,0,0,0,0,12,24994,163,8,44.69,6.17,42.1,36.2,1346.67
7339,L54518,L,299.8,310.5,1496,38.8,215,0,0,0,0,0,0,13,25443,60,7,50.89,5.8,52.8,34.8,1350.59
7340,L54519,L,299.8,310.4,1579,36.4,0,0,0,0,0,0,0,1,2105,303,0,59.39,0.83,77.5,25.6,201.55
7341,L54520,L,299.7,310.3,1386,46.6,2,0,0,0,0,0,0,1,500,336,1,63.91,1.24,85.1,9.1,292.56
7342,L54521,L,299.7,310.3,1505,37.7,4,0,0,0,0,0,0,4,1817,365,3,60.58,0.84,45.7,17.6,449.65
7343,M22202,M,299.7,310.3,1661,34.5,6,0,0,0,0,0,0,3,2960,363,3,53.15,0.58,54.5,26.4,577.22
7344,L54523,L,299.6,310.2,1468,48.0,9,0,0,0,0,0,0,4,6326,320,1,57.01,1.41,52.8,32.7,190.71
7345,L54524,L,299.6,310.1,1384,49.8,11,0,0,0,0,0,0,4,5415,330,1,63.1,1.51,54.8,21.1,50.0
7346,L54525,L,299.6,310.2,1381,60.5,13,0,0,0,0,0,0,1,1580,312,0,85.35,1.63,74.5,16.1,232.9
7347,L54526,L,299.6,310.2,1469,47.0,15,0,0,0,0,0,0,6,6603,310,1,59.51,0.76,50.3,18.9,137.15
7348,L54527,L,299.6,310.2,1627,36.6,17,0,0,0,0,0,0,3,1431,365,2,57.16,2.11,45.6,30.1,75.35
7349,H36762,H,299.7,310.3,1462,40.4,19,0,0,0,0,0,0,5,8992,338,4,46.22,1.23,49.7,30.3,704.59
